Id,RiskId,Provider,Species,AnnualPremium,ClaimLimit,AnnualClaimLimit,ExcessLimit,ExcessCoPaymentLimit,UkOnlyCallCentres,DeathByAccident,BoardingFees,LostOrStolen,AdvertisingLimit,ThirdPartyLiability,ThirdPartyLiabilityExcess,HourClaimsService24,VetAdviceLine,LegalAdvice,CoverCategory,CoverStartDate,BereavementCounselling,DeathByIllness,QuarantineCosts,LossOfPetPassport,SetUpFees,AdjustmentFee,DuplicateDocumentsFee,CancellationFee,RenewalFee,TimeStamp,VetFees,VetFeesExcess,MonthlyPremiumInstalment,NumberOfMonthlyInstalments,InstalmentDeposit
73735607,FIX3946,TIE,Dog,49.33,"£2,500",No,£75,N/A,True,False,False,False,False,False,False,False,False,False,Accident Only,2023-08-08,False,False,False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735608,FIX3946,TIE,Dog,83.62,"£1,000",Unlimited,£135,N/A,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Time Limited,2023-08-08,False,£750,False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735609,FIX3946,TIE,Dog,157.7,"£3,500",Unlimited,£135,N/A,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Time Limited,2023-08-08,False,"£1,000",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735610,FIX3946,TIE,Dog,195.79,"£5,000",Unlimited,£135,N/A,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Time Limited,2023-08-08,False,"£1,250",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735611,FIX3946,TIE,Dog,118.62,"£1,500",Unlimited,£135,N/A,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Max Benefit,2023-08-08,False,£750,False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735612,FIX3946,TIE,Dog,183.62,"£4,000",Unlimited,£135,N/A,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Max Benefit,2023-08-08,False,"£1,000",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735613,FIX3946,TIE,Dog,238.34,"£6,000",Unlimited,£135,N/A,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Max Benefit,2023-08-08,False,"£1,250",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735614,FIX3946,TIE,Dog,157.16,"£2,000",Unlimited,£155,5%,True,£750,£500,£750,£600,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£750,False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735615,FIX3946,TIE,Dog,230.52,"£4,500",Unlimited,£155,5%,True,"£1,000",£750,"£1,000",£650,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735616,FIX3946,TIE,Dog,277.15,"£6,500",Unlimited,£155,5%,True,"£1,250","£1,000","£1,250",£700,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,"£1,250",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735617,FIX3946,Insure Your Paws,Dog,326.48,"£2,000",Unlimited,£125,N/A,True,£500,£750,£750,£750,"£1,000,000",£250,False,True,False,Max Benefit,2023-08-08,False,£500,£500,£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735618,FIX3946,Insure Your Paws,Dog,396.28,"£4,000",Unlimited,£125,N/A,True,£500,£750,£750,£750,"£1,000,000",£250,False,True,False,Max Benefit,2023-08-08,False,£500,£500,£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735619,FIX3946,Insure Your Paws,Dog,489.67,"£6,000",Unlimited,£125,N/A,True,£500,£750,£750,£750,"£1,000,000",£250,False,True,False,Max Benefit,2023-08-08,False,£500,£500,£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735620,FIX3946,Insure Your Paws,Dog,538.22,No limit,"£5,000",£125,N/A,False,"£1,500","£1,250","£1,500","£1,500","£2,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£1,500","£1,000",£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735621,FIX3946,Insure Your Paws,Dog,601.94,No limit,"£7,500",£125,N/A,False,"£1,500","£1,250","£1,500","£1,500","£2,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£1,500","£1,000",£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735622,FIX3946,Insure Your Paws,Dog,651.35,No limit,"£10,000",£125,N/A,False,"£1,500","£1,250","£1,500","£1,500","£2,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£1,500","£1,000",£250,8,0,0,0,8,2023-08-07 19:40:41,,,,,
73735623,FIX3946,John Lewis,Dog,147.11,No limit,"£2,000",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735624,FIX3946,John Lewis,Dog,191.43,No limit,"£3,000",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735625,FIX3946,John Lewis,Dog,235.45,No limit,"£5,000",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735626,FIX3946,John Lewis,Dog,273.83,No limit,"£7,500",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£100,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735627,FIX3946,John Lewis,Dog,294.35,No limit,"£9,000",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£100,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735628,FIX3946,John Lewis,Dog,315.15,No limit,"£12,000",£100,20%,True,"£1,500","£1,500","£1,500",£300,"£2,000,000",£100,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735629,FIX3946,Lifetime Pet,Dog,191.45,No limit,"£2,000",£110,N/A,True,£500,False,False,False,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735630,FIX3946,Lifetime Pet,Dog,211.44,No limit,"£3,000",£110,N/A,True,£500,False,False,False,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735631,FIX3946,Lifetime Pet,Dog,214.65,No limit,"£4,000",£110,N/A,True,£500,False,False,False,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735632,FIX3946,Lifetime Pet,Dog,252.23,No limit,"£6,000",£110,N/A,True,£500,False,False,False,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735633,FIX3946,Lifetime Pet,Dog,308.19,No limit,"£10,000",£110,N/A,True,£500,False,False,False,"£1,000,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735634,FIX3946,LV,Dog,173.85,No limit,"£3,000",£150,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,500",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735635,FIX3946,LV,Dog,243.11,No limit,"£5,000",£150,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,500",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735636,FIX3946,LV,Dog,345.46,No limit,"£10,000",£150,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,500",£500,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735637,FIX3946,LV,Dog,119.34,"£1,500",Unlimited,£150,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Time Limited,2023-08-08,True,"£1,500","£2,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735638,FIX3946,LV,Dog,157.78,"£2,500",Unlimited,£150,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,False,True,True,Time Limited,2023-08-08,True,"£1,500","£2,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735639,FIX3946,More Than,Dog,64.84,"£2,500",No,£100,N/A,True,False,False,False,False,"£500,000",£250,False,True,False,Accident Only,2023-08-08,False,False,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735640,FIX3946,More Than,Dog,102.53,"£1,500",Unlimited,£100,20%,True,£500,"£1,000",False,False,"£1,000,000",£250,False,True,False,Time Limited,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735641,FIX3946,More Than,Dog,142.78,"£3,000",Unlimited,£100,20%,True,£500,"£1,000",False,False,"£1,000,000",£250,False,True,False,Time Limited,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735642,FIX3946,More Than,Dog,191.23,"£4,000",Unlimited,£100,20%,True,"£1,000","£1,000","£1,000","£1,000","£2,000,000",£250,False,True,False,Max Benefit,2023-08-08,False,"£1,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735644,FIX3946,More Than,Dog,237.36,"£8,000",Unlimited,£100,20%,True,"£1,000","£1,000","£1,000","£1,000","£2,000,000",£250,False,True,False,Max Benefit,2023-08-08,False,"£1,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735645,FIX3946,More Than,Dog,250.17,"£4,000",Unlimited,£100,20%,True,"£2,000","£1,000","£2,000","£1,000","£3,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£2,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735646,FIX3946,More Than,Dog,147.94,"£1,000",Unlimited,£100,20%,True,"£2,000","£1,000","£2,000","£1,000","£3,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£2,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735647,FIX3946,More Than,Dog,186.73,"£2,000",Unlimited,£100,20%,True,"£2,000","£1,000","£2,000","£1,000","£3,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£2,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735648,FIX3946,More Than,Dog,288.68,"£6,000",Unlimited,£100,20%,True,"£2,000","£1,000","£2,000","£1,000","£3,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£2,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735649,FIX3946,M & S,Dog,301.86,"£3,000",Unlimited,£125,N/A,True,£600,False,£600,£600,"£1,000,000",£250,False,True,True,Time Limited,2023-08-08,True,£600,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735650,FIX3946,M & S,Dog,214.81,"£1,000","£4,000",£125,N/A,True,£600,£600 Limited to a maximum of £60 per week,£600,£600,"£1,000,000",£250,False,True,True,Lifetime,2023-08-08,True,£600,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735651,FIX3946,M & S,Dog,556.98,No limit,"£7,000",£125,N/A,True,"£1,500",£750 Limited to a maximum of £70 per week,"£1,500","£1,250","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735652,FIX3946,M&S Plus,Dog,290.14,No limit,"£2,000",£125,N/A,True,£600,£600 Limited to a maximum of £60 per week,£600,£600,"£1,000,000",£250,False,True,True,Lifetime,2023-08-08,True,£600,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735653,FIX3946,M&S Plus,Dog,378.21,No limit,"£3,000",£125,N/A,True,£600,£600 Limited to a maximum of £60 per week,£600,£600,"£1,000,000",£250,False,True,True,Lifetime,2023-08-08,True,£600,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735654,FIX3946,M&S Premier,Dog,509.06,No limit,"£5,000",£125,N/A,True,"£1,500",£750 Limited to a maximum of £70 per week,"£1,500","£1,250","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735655,FIX3946,M&S Premier,Dog,649.85,No limit,"£10,000",£125,N/A,True,"£1,500",£750 Limited to a maximum of £70 per week,"£1,500","£1,250","£2,000,000",£250,False,True,True,Lifetime,2023-08-08,True,"£1,500","£2,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735656,FIX3946,Napo Comfort,Dog,252.36,No limit,"£4,000",£75,N/A,True,"£1,000",£500,"£1,000","£1,000","£1,500,000",£250,True,True,False,Lifetime,2023-08-08,True,"£1,000","£1,000",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735657,FIX3946,Napo Balance,Dog,284.52,No limit,"£8,000",£75,N/A,True,"£2,000","£1,000","£2,000","£2,000","£2,000,000",£250,True,True,False,Lifetime,2023-08-08,True,"£2,000","£2,000",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735658,FIX3946,Napo Harmony,Dog,327.48,No limit,"£12,000",£75,N/A,True,"£3,000","£2,000","£3,000","£3,000","£2,500,000",£250,True,True,False,Lifetime,2023-08-08,True,"£3,000","£2,000",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735659,FIX3946,Napo Serenity,Dog,434.28,No limit,"£16,000",£75,N/A,True,"£4,000","£2,000","£4,000","£4,000","£2,500,000",£250,True,True,False,Lifetime,2023-08-08,True,"£4,000","£2,000",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735660,FIX3946,PDSA,Dog,135.12,No limit,"£3,000",£120,N/A,True,"£1,500","£1,500","£1,500","£1,500","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,True,"£1,500",£150,£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735661,FIX3946,PDSA,Dog,208.2,No limit,"£5,000",£120,N/A,True,"£1,500","£1,500","£1,500","£1,500","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,True,"£1,500",£150,£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735662,FIX3946,PDSA,Dog,242.52,No limit,"£8,000",£120,N/A,True,"£1,500","£1,500","£1,500","£1,500","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,True,"£1,500",£150,£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735663,FIX3946,PDSA,Dog,104.76,No limit,"£2,000",£120,N/A,True,"£1,500","£1,500","£1,500","£1,500","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,True,"£1,500",£150,£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735664,FIX3946,PDSA,Dog,82.68,"£2,000",Unlimited,£120,N/A,True,£500,False,£500,False,"£1,000,000",£250,True,True,False,Time Limited,2023-08-08,True,£500,£150,£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735665,FIX3946,Perfect Pet,Dog,140.01,"£1,000",No,£90,N/A,True,False,False,False,False,False,False,False,False,False,Accident Only,2023-08-08,False,False,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735666,FIX3946,Perfect Pet,Dog,140.64,"£1,000",Unlimited,£90,N/A,True,£250,£250,£250,£250,"£1,000,000",£250,False,False,False,Time Limited,2023-08-08,False,£250,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735667,FIX3946,Perfect Pet,Dog,262.08,"£2,500",Unlimited,£90,N/A,True,£500,£500,£500,£500,"£1,500,000",£250,False,False,False,Time Limited,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735668,FIX3946,Perfect Pet,Dog,152.56,"£1,000",Unlimited,£90,N/A,True,£500,£500,£500,£500,"£1,000,000",£250,False,False,False,Max Benefit,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735669,FIX3946,Perfect Pet,Dog,305.12,"£4,000",Unlimited,£90,N/A,True,£750,£750,£750,£750,"£1,500,000",£250,False,False,False,Max Benefit,2023-08-08,False,£750,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735670,FIX3946,Perfect Pet,Dog,146.35,"£1,000",Unlimited,£90,N/A,True,£500,£500,£500,£500,"£1,500,000",£250,False,False,False,Lifetime,2023-08-08,False,£500,False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735671,FIX3946,Perfect Pet,Dog,266.1,"£4,000",Unlimited,£90,N/A,True,"£1,000","£1,000","£1,000","£1,000","£2,500,000",£250,False,False,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735672,FIX3946,Pet Insurance,Dog,133.44,No limit,"£3,500",£135,5%,True,"£1,000",£750,£750,£700,"£1,250,000",£0,False,False,False,Time Limited,2023-08-08,False,"£1,000",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735673,FIX3946,Pet Insurance,Dog,195.34,No limit,"£3,500",£155,5%,True,"£1,000",£750,£750,£700,"£1,250,000",£0,False,False,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,10,0,0,0,2023-08-07 19:40:41,,,,,
73735674,FIX3946,Pet Protect,Dog,230.71,No limit,"£4,000",£95,15%,True,£500,£250,£750,£250,"£1,000,000",£250,False,True,False,Lifetime,2023-08-08,True,False,"£1,500",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735675,FIX3946,Pet Protect,Dog,328.13,No limit,"£6,000",£95,15%,True,£750,£500,"£1,000","£1,000","£1,000,000",£250,False,True,False,Lifetime,2023-08-08,True,False,"£1,500",False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735676,FIX3946,Purely Pets,Dog,151.92,No limit,"£3,000",£160,N/A,True,"£1,000","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735677,FIX3946,Purely Pets,Dog,176.04,No limit,"£4,000",£160,N/A,True,"£1,000","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735678,FIX3946,Purely Pets,Dog,202.92,No limit,"£6,000",£160,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,500",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735679,FIX3946,Purely Pets,Dog,268.2,No limit,"£9,000",£160,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,500",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735680,FIX3946,Purely Pets,Dog,321.6,No limit,"£15,000",£160,N/A,True,"£2,000","£2,000","£2,000","£2,000","£2,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£2,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735681,FIX3946,Purely Pets,Dog,64.32,No limit,"£1,000",£160,N/A,True,"£1,000","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735682,FIX3946,Purely Pets,Dog,117.48,No limit,"£2,000",£160,N/A,True,"£1,000","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735683,FIX3946,Purely Pets,Dog,189.6,No limit,"£5,000",£160,N/A,True,"£1,000","£1,000","£1,000","£1,000","£1,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735684,FIX3946,Purely Pets,Dog,276.72,No limit,"£10,000",£160,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,500",False,False,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735685,FIX3946,Sainsburys,Dog,135.96,No limit,"£2,500",£99,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£100,True,True,False,Lifetime,2023-08-08,True,"£1,500","£1,500",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735686,FIX3946,Sainsburys,Dog,194.16,No limit,"£5,000",£99,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£100,True,True,False,Lifetime,2023-08-08,True,"£1,500","£1,500",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735687,FIX3946,Sainsburys,Dog,232.32,No limit,"£7,500",£99,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£100,True,True,False,Lifetime,2023-08-08,True,"£1,500","£1,500",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735688,FIX3946,Sainsburys,Dog,134.04,"£3,000",Unlimited,£99,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£100,True,True,False,Max Benefit,2023-08-08,True,"£1,500","£1,500",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735689,FIX3946,Sainsburys,Dog,236.04,"£6,000",Unlimited,£99,N/A,True,"£1,500","£1,500","£1,500","£1,500","£2,000,000",£100,True,True,False,Max Benefit,2023-08-08,True,"£1,500","£1,500",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735690,FIX3946,Sainsburys,Dog,116.76,"£3,000",Unlimited,£99,N/A,True,"£1,000","£1,000","£1,000","£1,000","£2,000,000",£100,True,True,False,Time Limited,2023-08-08,True,"£1,000","£1,000",£250,0,0,0,0,0,2023-08-07 19:40:41,,,,,
73735691,FIX3946,Scratch and Patch,Dog,122.79,"£3,000",Unlimited,£125,20%,True,£500,£750,£750,£750,"£1,000,000",£250,False,True,False,Time Limited,2023-08-08,False,£500,False,False,0,0,0,30,0,2023-08-07 19:40:41,,,,,
73735692,FIX3946,Scratch and Patch,Dog,185,"£4,000",Unlimited,£125,20%,True,"£1,000","£1,000","£1,000","£1,000","£1,500,000",£250,False,True,False,Max Benefit,2023-08-08,False,"£1,000",False,False,0,0,0,30,0,2023-08-07 19:40:41,,,,,
73735693,FIX3946,Scratch and Patch,Dog,200.09,No limit,"£4,000",£125,20%,True,"£1,500","£1,000","£1,500","£1,500","£1,500,000",£250,False,True,False,Lifetime,2023-08-08,False,"£1,500",False,False,0,0,0,30,0,2023-08-07 19:40:41,,,,,
73735694,FIX3946,Scratch and Patch,Dog,279.11,No limit,"£8,000",£125,20%,True,"£1,500","£1,000","£1,500","£1,500","£2,000,000",£250,False,True,False,Lifetime,2023-08-08,False,"£1,500",False,False,0,0,0,30,0,2023-08-07 19:40:41,,,,,
73735695,FIX3946,Scratch and Patch,Dog,165.09,No limit,"£2,500",£125,20%,True,"£1,000","£1,000","£1,000","£1,000","£1,500,000",£250,True,True,False,Lifetime,2023-08-08,False,"£1,000",False,False,0,0,0,30,0,2023-08-07 19:40:41,,,,,
87972246,FIX3946,4PawsPetInsurance,Dog,399.4,"£2,000",Unlimited,£105,N/A,True,£350,£250,£350,£300,"£1,000,000",£250,True,True,False,Max Benefit,2023-09-22,False,£350,£150,£250,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972247,FIX3946,4PawsPetInsurance,Dog,579.65,"£4,000",Unlimited,£105,N/A,True,£500,£750,£500,£750,"£1,000,000",£250,True,True,False,Max Benefit,2023-09-22,False,£500,£500,£250,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972248,FIX3946,4PawsPetInsurance,Dog,517.47,No limit,"£7,000",£105,30%,True,"£1,000","£1,000","£1,000","£1,000","£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,"£1,000","£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972249,FIX3946,4PawsPetInsurance,Dog,584.44,No limit,"£4,000",£105,N/A,True,£500,£500,£500,£500,"£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,£500,"£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972250,FIX3946,4PawsPetInsurance,Dog,873.3,No limit,"£7,000",£105,N/A,True,"£1,000","£1,000","£1,000","£1,000","£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,"£1,000","£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972251,FIX3946,4PawsPetInsurance,Dog,945.37,No limit,"£12,000",£105,N/A,True,"£2,000","£2,000","£2,000","£2,000","£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,"£2,000","£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972252,FIX3946,4PawsPetInsurance,Dog,275.38,No limit,"£1,000",£105,30%,True,£500,£500,£500,£500,"£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,£500,"£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972253,FIX3946,4PawsPetInsurance,Dog,310.2,No limit,"£2,000",£105,30%,True,£500,£500,£500,£500,"£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,£500,"£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972254,FIX3946,4PawsPetInsurance,Dog,424.29,No limit,"£1,000",£105,N/A,True,£500,£500,£500,£500,"£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,£500,"£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972255,FIX3946,4PawsPetInsurance,Dog,360.66,"£4,000",Unlimited,£105,30%,True,£500,£750,£500,£750,"£1,000,000",£250,True,True,False,Max Benefit,2023-09-22,False,£500,£500,£250,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972256,FIX3946,4PawsPetInsurance,Dog,477.82,No limit,"£2,000",£105,N/A,True,£500,£500,£500,£500,"£2,000,000",£250,True,True,False,Lifetime,2023-09-22,False,£500,"£1,500","£1,500",0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972257,FIX3946,4PawsPetInsurance,Dog,220.64,"£1,000",Unlimited,£105,30%,True,£350,£250,£350,£300,"£1,000,000",£250,True,True,False,Max Benefit,2023-09-22,False,£350,£150,£250,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972258,FIX3946,4PawsPetInsurance,Dog,248.45,"£2,000",Unlimited,£105,30%,True,£350,£250,£350,£300,"£1,000,000",£250,True,True,False,Max Benefit,2023-09-22,False,£350,£150,£250,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972259,FIX3946,4PawsPetInsurance,Dog,202.58,"£1,000",Unlimited,£105,30%,True,False,False,False,False,"£1,000,000",£250,True,True,False,Time Limited,2023-09-22,False,False,False,False,0,0,0,0,15,2023-09-22 00:23:39,,,,,
87972260,FIX3946,Admiral Pet,Dog,135.6,"£2,000",Unlimited,£199,N/A,True,"£1,000",£750,"£1,000",£250,"£1,000,000",£250,True,True,False,Time Limited,2023-09-22,False,"£1,000",False,False,0,0,0,0,0,2023-09-22 00:23:39,,,,,
